0.75,31.43,0.01,9.91,0.12,0.13,0.14,0.26,AAON
0.89,16.33,0.01,9.07,0.13,0.14,0.18,0.44,AAPL
0.03,1.91,0.09,3.04,0.5,0.59,0.86,1.42,ADES
0.9,11.97,0.03,8.92,0.02,0.05,0.1,0.49,AMGN
0.87,15.15,0.0,3.7,0.25,0.25,0.25,0.24,AMOT
0.96,12.33,0.02,3.5,0.13,0.15,0.17,0.23,AMTD
0.37,139.98,0.01,1.46,0.2,0.21,0.07,0.01,ATNI
0.29,11.82,0.03,5.31,0.16,0.19,0.21,0.31,AVGO
0.37,22.1,0.07,1.27,0.29,0.36,0.11,0.04,AY
0.29,11.54,0.02,7.4,0.07,0.09,0.15,0.52,BLMN
0.73,16.19,0.0,6.89,0.2,0.2,0.23,0.42,BOOM
